id;unid_especializada;data_do_fato;data_instauracao;data_conclusao;prazo_inquerito;zona_ur;preservacao_local_crime;laudo_pericial_local;laudo_cadaverico;coleta_vestigios;testemunhas_ouvidas;testemunha_ocular_sn;familiares_ouvidos_sn;oitiva_suspeitos_sn;sigilo_telefonico;resultado_qst;relevancia_qst;sigilo_telematico;resultado_qstelematico;relevancia_qstelematico;sigilo_bancario;resultado_qsb;relevancia_qsb;analise_geolocalizacao;resultado_geolocalizacao;relevancia_geolocalizacao;imagens_câmera;interceptacao_telefonica;cruzamentos_dados;softwares_analise;laudos_complementares;balistica;papiloscopico;dna;toxicologico;diligencias_patrimoniais;bloqueio_ativos;vigilancias;busca_apreensao;prisao_temporaria;prisao_preventiva;apoio_especializado;cooperacao_externa;elucidado_sn;arquivamento
IPL101;0;01/02/2023;02/02/2023;05/07/2023;153;U;0;0;1;1;3;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL102;0;31/01/2022;02/02/2023;12/12/2024;679;U;1;1;1;1;3;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL103;1;22/07/2023;26/07/2023;18/12/2023;145;R;0;1;1;1;3;0;1;0;0;-;-;0;-;-;0;-;-;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1
IPL104;1;31/03/2023;31/03/2023;29/04/2024;395;U;1;1;1;1;2;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL105;0;01/02/2024;06/02/2024;01/03/2024;24;R;0;0;0;1;5;1;1;1;0;-;-;0;-;-;0;-;-;0;-;-;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
IPL106;0;31/12/2023;24/01/2024;07/03/2024;43;U;1;0;1;1;6;1;1;1;0;-;-;0;-;-;0;-;-;0;-;-;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
IPL107;1;03/04/2024;04/04/2024;11/04/2024;214;U;1;1;1;1;8;1;1;1;0;-;-;0;-;-;0;-;-;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;1;0;1;0;1;1;0
IPL108;1;29/02/2024;01/03/2024;23/08/2024;175;R;1;1;1;1;3;0;1;1;1;1;1;1;1;1;0;-;-;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0
IPL109;1;08/01/2024;11/01/2024;08/10/2024;271;U;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;-;-;1;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0
IPL110;1;27/04/2024;27/04/2024;08/07/2025;437;U;1;1;1;1;4;0;1;1;1;1;0;1;1;1;0;-;-;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1
IPL111;1;07/01/2024;08/01/2024;09/08/2024;214;U;1;1;1;1;17;0;1;1;0;-;-;1;1;1;0;-;-;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0
IPL112;1;25/02/2024;26/02/2024;03/06/2024;98;U;0;0;1;1;9;1;1;1;0;-;-;1;1;1;0;-;-;0;-;-;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0
IPL113;1;05/01/2024;05/01/2024;27/09/2024;266;U;1;1;1;1;4;1;1;1;0;-;-;1;1;1;0;-;-;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0
IPL114;1;08/01/2024;10/01/2024;13/03/2025;428;U;0;1;1;1;5;0;1;1;0;-;-;1;1;1;0;-;-;0;-;-;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0
IPL115;1;05/02/2024;05/02/2024;11/06/2024;127;U;1;1;1;1;9;1;1;1;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0
IPL116;1;30/03/2024;03/04/2024;19/07/2024;107;U;0;1;1;1;6;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;1;0
IPL117;0;12/01/2024;16/01/2024;10/08/2024;207;U;0;0;1;1;7;1;1;1;0;-;-;0;-;-;0;-;-;0;-;-;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0
IPL118;0;05/01/2024;15/01/2024;11/03/2024;56;U;0;0;0;1;5;1;0;1;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
IPL119;0;17/04/2024;13/07/2024;30/01/2025;201;R;0;1;1;1;3;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0
IPL120;0;06/07/2024;09/08/2024;18/3/2025;221;U;1;1;1;1;3;1;1;1;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0
IPL121;0;21/02/2024;26/02/2024;12/11/2024;260;U;1;1;0;1;2;0;1;0;1;0;0;0;-;-;0;-;-;0;-;-;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL122;0;14/10/2023;17/10/2023;07/02/2024;113;R;0;0;0;0;5;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL123;1;31/01/2024;02/02/2024;06/10/2025;494;U;1;1;1;1;3;1;1;0;0;-;-;0;-;-;0;-;-;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1
IPL124;1;08/04/2024;08/04/2024;20/05/2024;42;U;1;1;1;1;4;1;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL125;1;13/04/2024;16/04/2024;03/09/2024;140;U;1;1;1;1;7;0;1;1;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL126;1;25/05/2024;27/5/2024;23/12/2024;210;U;1;1;1;1;9;1;1;1;0;-;-;1;1;0;0;-;-;0;-;-;1;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1
IPL127;1;20/05/2024;22/05/2024;26/12/2024;218;U;1;1;1;1;15;0;1;1;0;-;-;1;1;0;0;-;-;0;-;-;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
IPL128;1;07/08/2024;05/08/2024;24/06/2025;323;U;0;1;1;1;4;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL129;0;07/04/2024;23/09/2024;22/07/2025;302;R;0;1;1;0;2;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL130;0;01/08/2022;02/08/2022;20/06/2024;688;U;0;1;1;0;9;1;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL131;1;06/04/2024;06/04/2024;30/09/2025;542;U;1;1;1;1;6;0;1;1;0;-;-;0;-;-;0;-;-;0;-;-;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL132;1;02/03/2025;08/03/2025;29/04/2025;52;R;0;0;1;1;7;1;1;1;1;1;1;1;1;1;0;-;-;0;-;-;1;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0
IPL133;1;24/11/2025;24/11/2025;10/12/2025;16;U;0;0;0;1;3;1;1;1;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
IPL134;1;03/02/2025;04/02/2025;05/08/2025;182;R;1;1;1;1;4;0;1;1;0;-;-;0;-;-;0;-;-;1;1;1;0;-;1;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0
IPL135;1;19/04/2025;25/06/2025;17/12/2025;175;R;0;1;1;1;2;0;1;1;0;-;-;0;-;-;0;-;-;0;-;-;0;0;1;0;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0
IPL136;1;05/04/2025;07/04/2025;23/04/2025;16;U;1;1;1;1;9;1;1;1;1;1;0;1;1;0;0;-;-;0;-;-;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;1;0
IPL137;1;04/02/2025;04/02/2025;10/06/2025;126;U;1;1;0;1;10;0;1;1;1;1;0;0;-;-;0;-;-;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0
IPL138;1;28/01/2025;30/01/2025;05/08/2025;187;U;0;1;1;1;6;1;1;1;0;-;-;0;-;-;0;-;-;0;-;-;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0
IPL139;1;30/01/2025;03/02/2025;07/08/2025;185;U;1;1;1;1;3;1;1;0;0;-;-;0;-;-;0;-;-;1;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;1;1;0
IPL140;1;14/02/2025;10/03/2025;09/01/2026;305;U;1;1;1;1;4;0;1;0;0;-;-;1;1;1;0;-;-;0;-;-;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL141;1;14/02/2025;17/02/2025;23/04/2025;65;U;1;1;1;1;11;1;1;1;0;-;-;0;-;-;0;-;-;1;-;-;1;0;1;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;0
IPL142;0;10/10/2024;11/10/2024;02/09/2025;326;U;1;1;1;1;4;0;1;1;0;-;-;0;-;-;0;-;-;0;-;-;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
IPL143;0;19/01/2025;20/01/2025;20/07/2025;181;U;0;0;1;1;3;0;1;1;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
IPL144;1;11/01/2025;14/01/2025;02/02/2026;384;U;1;1;1;1;5;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
IPL145;1;14/04/2025;20/05/2025;22/09/2025;125;U;0;0;1;1;8;0;1;1;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0
IPL146;1;03/10/2025;06/10/2025;22/11/2025;47;U;0;0;1;1;4;0;1;1;0;-;-;0;-;-;0;-;-;0;-;-;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0
IPL147;0;31/08/2025;03/09/2025;03/09/2025;0;R;0;0;0;1;1;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL148;0;01/09/2025;03/09/2025;03/09/2025;0;R;0;0;0;1;1;0;0;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL149;1;05/11/2025;06/11/2025;04/02/2026;90;U;0;1;1;1;2;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1
IPL150;1;21/01/2025;22/01/2025;22/05/2025;120;U;0;0;1;1;1;1;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL151;0;05/04/2022;06/07/2025;07/07/2025;1;R;1;1;1;1;3;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL152;0;18/02/2024;18/02/2024;22/07/2025;520;U;0;0;1;0;2;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL153;0;08/01/2025;15/01/2025;18/02/2025;34;R;1;1;1;1;1;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1
IPL154;1;02/11/2025;05/11/2025;13/11/2025;8;U;1;1;1;1;2;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL155;1;22/07/2025;29/07/2025;29/01/2026;184;U;0;1;1;1;3;0;1;0;0;-;-;1;0;0;0;-;-;0;-;-;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1
IPL156;1;17/09/2025;17/09/2025;18/12/2025;92;U;1;1;1;1;1;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1
IPL157;0;17/03/2021;18/03/2021;22/08/2024;1253;U;1;1;1;1;7;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
IPL158;0;01/12/2025;02/12/2025;08/12/2025;6;U;0;0;1;1;9;1;0;1;0;-;-;0;-;-;0;-;-;0;-;-;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
IPL159;0;19/03/2021;22/03/2021;30/04/2021;39;R;1;1;1;1;11;0;1;1;1;1;1;1;1;1;0;-;-;0;-;-;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0
IPL160;0;14/12/2024;17/12/2024;27/01/2025;41;R;1;1;1;1;9;0;1;1;0;-;-;1;1;0;0;-;-;0;-;-;1;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0
IPL161;0;14/09/2024;23/10/2024;13/01/2025;82;U;0;0;1;1;5;1;1;1;0;-;-;1;1;0;0;-;-;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0
IPL162;0;29/04/2024;30/04/2024;03/05/2024;3;U;1;1;1;1;5;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL163;0;10/10/2021;14/10/2021;06/09/2023;692;U;1;0;1;1;8;0;1;0;1;1;1;1;1;1;0;-;-;0;-;-;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0
IPL164;0;03/03/2022;07/03/2022;29/05/2023;448;U;1;1;1;1;2;0;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL165;0;06/03/2022;10/03/2022;22/04/2024;774;U;0;1;1;1;4;0;1;1;1;1;0;0;-;-;0;-;-;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1
IPL166;0;29/11/2023;08/12/2023;30/12/2025;753;U;0;1;1;1;3;0;1;1;1;1;1;1;1;1;0;-;-;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1
IPL167;0;28/11/2021;22/03/2022;17/06/2022;87;U;0;0;1;1;7;1;1;1;1;1;1;1;1;1;0;-;-;0;-;-;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;0;1;0
IPL168;0;02/10/2023;04/10/2023;27/06/2025;632;U;1;1;1;1;9;1;1;0;1;1;0;1;1;1;0;-;-;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1
IPL169;0;05/06/2022;06/06/2022;07/08/2023;427;U;1;1;1;1;5;1;1;0;0;-;-;0;-;-;0;-;-;0;-;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IPL170;0;14/11/2022;16/11/2022;02/07/2025;959;U;1;1;1;1;7;0;1;0;1;1;0;1;1;0;0;-;-;1;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1
IPL171;0;13/11/2022;17/1/2022;09/01/2024;722;U;0;1;1;1;16;1;0;0;0;-;-;0;-;-;0;-;-;0;-;-;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
IPL172;0;24/11/2022;02/12/2022;25/05/2023;174;R;1;1;1;1;10;0;1;0;0;-;-;1;1;0;0;-;-;0;-;-;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
